OTU,prevalence,mean_abc
FJ365447.1.1474,0.0010519301251844448,4.258528067377861e-06
FJ365457.1.1354,0.00134704174401447,1.886202328408695e-05
FJ365468.1.1237,0.04577086010757295,0.001297481276289171
FJ365470.1.1398,0.0020229425484316246,7.4768201599888425e-06
FJ365525.1.1334,0.0015231567423485172,5.704115218746513e-06
FJ365526.1.1333,0.0024989290304155364,1.1618851847105498e-05
FJ365559.1.1250,0.28861440335094485,0.0034853442019357746
FJ365587.1.1377,0.0007568185063544196,1.983627310245497e-06
FJ365597.1.1339,0.0028939978104621828,3.251161400455481e-05
FJ365607.1.1361,0.0006283021562187634,3.609319511485444e-06
FJ365620.1.1374,0.03945927935646627,9.943089882522741e-05
FJ365646.1.1360,0.003593697938978533,1.1939024860807085e-05
FJ365651.1.1334,0.015112570802989195,8.496484047459055e-06
FJ365668.1.1209,0.06511019087057927,0.0016115517212304878
FJ365683.1.1335,0.0025417678137940884,2.066757499797453e-05
FJ365689.1.1362,0.0014517587700509306,3.3289105253151377e-06
FJ365702.1.1345,0.00749202722642677,5.03699031459244e-05
FJ365703.1.1290,0.004845542386596221,5.9237924702339686e-05
FJ365710.1.1352,0.0029511161883002523,5.489385105945347e-06
FJ365722.1.1358,0.00485030225141606,3.144183636265728e-05
FJ365729.1.1352,0.013641772573658908,0.00013090057673151873
FJ365734.1.1342,0.0037698129373125804,5.729864061929184e-05
FJ365740.1.1336,0.0007282593174353848,1.9326468278109295e-06
FJ365744.1.1384,0.004602789280784426,1.1187321287722214e-05
FJ365764.1.1336,0.002860678756723309,2.9856497248027524e-06
FJ365783.1.1319,0.03639392641248988,3.438655659136184e-05
FJ365790.1.1367,0.0013803607977533438,1.0603677111056606e-05
FJ365792.1.1379,0.001223285258698653,2.8298550814256025e-06
FJ365797.1.1378,0.0017849493074396686,1.499971011150405e-06
FJ365806.1.1360,0.02740730163263363,0.0002260849176732033
FJ365817.1.1359,0.0005140654005426246,2.732751467388229e-06
FJ365832.1.1347,0.0011947260697796182,2.4365894353432593e-06
FJ365836.1.1361,0.007611023846922748,5.61190440300815e-05
FJ365844.1.1361,0.0027274025417678136,1.2100548229976708e-05
FJ365859.1.1338,0.001718311199961921,3.929251593796981e-06
FJ365867.1.1379,0.005188252653624637,1.7130737607671428e-05
FJ365871.1.1359,0.0010804893141034794,1.5993743760449456e-06
FJ365902.1.1381,0.0028559188919034697,5.113033079835988e-06
FJ365914.1.1363,0.0014993574182493217,3.2304840490160973e-06
FJ365925.1.1363,0.005083535627588177,1.7822100702978152e-05
FJ365929.1.1341,0.0009614926936075015,2.687119142088022e-06
FJ365938.1.1360,0.0006759008044171545,2.98793355081596e-06
FJ365946.1.1343,0.005040696844209625,1.3538657464068823e-05
FJ365953.1.1345,0.006968442096244466,4.21377297531317e-05
FJ365985.1.1362,0.0007187395877957066,2.8792307937838264e-07
FJ365988.1.1331,0.0022704555190632587,5.73724797396713e-06
FJ365996.1.1375,0.0007901375600932934,1.330116227052756e-07
FJ366005.1.1355,0.03433290494549955,3.389036514367852e-05
FJ366012.1.1323,0.004993098196011233,1.0792523944383566e-06
FJ366013.1.1355,0.07165500499785805,4.051383542436594e-05
FJ366023.1.1333,0.01632633633204817,8.08132516978454e-05
FJ366026.1.1358,0.05432909705364368,0.00014610383606180003
FJ366040.1.1349,0.008667713836927032,3.4552891234035476e-05
FJ366045.1.1350,0.002484649435956019,1.1379454925640355e-05
FJ366047.1.1235,0.0010995287733828359,1.5032536560322898e-05
FJ366051.1.1366,0.010495501927745251,9.187826332439415e-05
FJ366054.1.1360,0.0007377790470750631,1.8813585811468638e-06
FJ366067.1.1355,0.001304202960635918,4.815252461912839e-06
FJ366077.1.1349,0.03405683278594888,9.272565821453822e-05
FJ366082.1.1348,0.0017278309296015993,4.8927000680318396e-06
FJ366086.1.1361,0.049864343852634586,6.582730993781289e-05
FJ366097.1.1386,0.0032081488885715645,1.1772068659532e-05
FJ366106.1.1342,0.04141558379742016,4.9023592613441515e-05
FJ366119.1.1338,0.006078347374934552,3.766062478284531e-05
FJ366134.1.1357,0.02763577514398591,2.5851313357359023e-05
FJ366139.1.1364,0.001228045123518492,1.4802795664658368e-06
FJ366142.1.1379,0.0015279166071683564,1.7667804338781457e-05
FJ366152.1.1371,0.000856775667571041,1.9437031252924385e-06
FJ366170.1.1384,0.001680232281403208,2.3781204206600622e-05
FJ366174.1.1358,0.0007663382359940977,3.321636859928076e-06
FJ366187.1.1362,0.11941072873530392,0.00013747732666923523
FJ366188.1.1339,0.005649959541149031,3.029984592817811e-06
FJ366193.1.1359,0.014912656480555952,5.3558378212450214e-05
FJ366202.1.1371,0.00220857727640535,2.3843353700207946e-06
FJ366205.1.1381,0.0012946832309962397,1.8940291056895523e-05
FJ366220.1.1396,0.0016231139035651388,2.445724838641996e-05
FJ366223.1.1354,0.0010043314769860535,6.966402251668253e-07
FJ366229.1.1348,0.0024703698414965014,2.6547764939218553e-06
FJ366245.1.1358,0.0020277024132514636,2.813577619549412e-06
FJ366262.1.1339,0.0016183540387452997,6.565138732650918e-06
FJ366263.1.1358,0.0006616212099576373,7.167245959945486e-06
FJ366264.1.1366,0.000533104859821981,4.1854839699010073e-07
FJ366269.1.1352,0.006021228997096483,9.003093704885892e-05
FJ366302.1.1339,0.003593697938978533,1.1133160468179485e-05
FJ366309.1.1358,0.0006045028321195678,1.959688969948476e-06
FJ366310.1.1374,0.03609405492884002,1.0918972869258999e-05
FJ366324.1.1360,0.06314436669998572,0.0001868567916452523
FJ366331.1.1377,0.0006330620210386025,5.620227848311986e-06
FJ366337.1.1331,0.04216764243895473,0.00027990989993707403
FJ366344.1.1357,0.0008805749916702366,3.976675656169278e-06
FJ366346.1.1364,0.002451330382217145,4.459876878674249e-05
FJ366356.1.1341,0.0006283021562187634,1.8195887796502276e-05
FJ366371.1.1362,0.017197391594078727,1.7878604298793118e-05
FJ366372.1.1363,0.0028749583511828262,8.063827926182473e-06
FJ366375.1.1361,0.00048074634680375075,1.2482971906837518e-06
FJ366380.1.1362,0.0008996144509495931,2.8552920741629664e-06
FJ366386.1.1363,0.01541244228663906,0.00034383561267119786
FJ366406.1.1235,0.08212194773668428,0.0017951922997772863
FJ366412.1.1343,0.0013327621495549525,3.154984864147181e-06
FJ366424.1.1366,0.0008234566138321671,5.733499442260634e-06
FJ366425.1.1355,0.017492503212908753,2.485555244974005e-06
FJ366426.1.1361,0.0020229425484316246,2.9294163856949667e-06
FJ366436.1.1341,0.0009234137750487886,1.922614321511096e-06
FJ366437.1.1364,0.007539625874625161,4.684244450900891e-06
FJ366441.1.1355,0.12807844257223094,3.5718413468391767e-05
FJ366457.1.1354,0.0006568613451377981,2.3132377095845057e-06
FJ366463.1.1379,0.019705840354133943,3.7932503224563e-05
FJ366472.1.1364,0.012732638393069637,0.00016218378052492113
FJ366487.1.1311,0.006506735208720072,0.0001718329407401992
FJ366488.1.1299,0.05635679946689514,0.0003043647516493958
FJ366493.1.1298,0.12092436574801275,0.000671883005916382
FJ366498.1.1310,0.1555000237993241,0.0021680122739671528
FJ366499.1.1302,0.010919129896710933,3.251492265683467e-06
FJ366500.1.1278,0.004103003474701318,2.659038732062035e-05
FJ366501.1.1310,0.025246323004426675,0.0006397624922927231
FJ366505.1.1299,0.2322004855062116,0.0009446344467766439
FJ366509.1.1300,0.009381693559902898,2.5255516718546007e-05
FJ366511.1.1275,0.0015136370127088392,6.6568025716058704e-06
FJ366515.1.1264,0.055143033937836164,0.0003820700420486002
FJ366535.1.1307,0.001018611071445571,3.0604631069296987e-06
FJ366536.1.1296,0.018201723071064782,1.1162930653406923e-05
FJ366537.1.1274,0.0009900518825265363,4.674014153755827e-06
FJ366560.1.1355,0.0008282164786520063,6.861162063018977e-07
FJ366582.1.1317,0.0691893950211814,0.00026122714273560583
FJ366585.1.1356,0.003674615640915798,4.521469610298161e-07
FJ366596.1.1375,0.002860678756723309,1.1174701863155109e-05
FJ366604.1.1357,0.00199438335951259,3.7518301770756e-06
FJ366627.1.1350,0.0025036888952353754,1.971753171516823e-05
FJ366632.1.1357,0.003979246989385501,1.4370593510928532e-05
FJ366634.1.1381,0.0007139797229758674,3.323791394397327e-06
FJ366638.1.1372,0.00317958969965253,2.207918211672563e-06
FJ366640.1.1368,0.00587367318768147,4.069975657930594e-05
FJ366642.1.1356,0.009900518825265362,9.84885766347741e-06
FJ366651.1.1248,0.014017801894426198,0.0002274834003654503
FJ366658.1.1357,0.007187395877957066,1.7654598880083244e-05
FJ366666.1.1388,0.007334951687372079,2.292141742233326e-05
FJ366684.1.1334,0.010343186253510401,5.2992712509780706e-05
FJ366691.1.1345,0.014079680137084107,8.033749020335526e-05
FJ366692.1.1358,0.010267028416392975,2.721296059156427e-05
FJ366703.1.1360,0.0006283021562187634,1.5745418621826884e-06
FJ366709.1.1366,0.0014469989052310914,3.0686794979553384e-06
FJ366720.1.1317,0.0045551906325860345,1.4789672359789852e-05
FJ366724.1.1358,0.0005616640487410158,3.0734485033721155e-06
FJ366734.1.1335,0.006178304536151174,3.2159553929918104e-05
FJ366740.1.1344,0.0005902232376600505,1.8238082074116796e-06
FJ366745.1.1268,0.025879385025465277,0.0011654585859189358
FJ366746.1.1391,0.008872388024180113,8.258451371157829e-05
FJ366749.1.1313,0.002608405921271836,1.2172631628481592e-05
FJ366752.1.1343,0.0059307915655195395,0.00010140449020079445
FJ366758.1.1369,0.000490266076443429,8.599641848975055e-07
FJ366759.1.1351,0.02311390356513875,2.507506732138085e-05
FJ366764.1.1338,0.0017373506592412776,7.317805262204038e-06
FJ366768.1.1357,0.0021609786282069587,7.148512619317165e-06
FJ366777.1.1341,0.0016564329573040125,1.7969878302161605e-05
FJ366783.1.1350,0.031267552001523154,0.00014322071806112963
FJ366787.1.1352,0.0005283449950021419,6.619981533176464e-07
FJ366795.1.1395,0.0011994859345994574,2.075239284610366e-06
FJ366802.1.1382,0.005569041839211766,3.439779528400303e-07
FJ366810.1.1341,0.06665714693702698,0.00010238521575201067
FJ366818.1.1301,0.02716454852682184,9.085556870892279e-05
FJ366832.1.1361,0.006816126422009615,1.275937913066562e-05
FJ366838.1.1357,0.04429530201342282,0.00011681823370741977
FJ366839.1.1334,0.0029606359179399303,7.214303310378604e-06
FJ366847.1.1356,0.0009662525584273406,2.6271000147483524e-06
FJ366863.1.1336,0.06498167452044362,6.29783137985332e-05
FJ366876.1.1375,0.010757294492836404,1.5844947668632347e-06
FJ366878.1.1364,0.009562568423056785,3.327636789032202e-06
FJ366885.1.1384,0.00560236089295064,8.312875393736437e-05
FJ366894.1.1339,0.0009710124232471798,3.9862539813359164e-06
FJ366908.1.1397,0.032566995097339235,2.0712199266107627e-05
FJ366933.1.1361,0.002698843352848779,1.6051681744952425e-05
FJ366976.1.1359,0.0134704174401447,1.1648416411311748e-05
FJ366977.1.1338,0.0022323766005045457,1.0467334259248359e-05
FJ366991.1.1358,0.0005664239135608548,1.8174400114083397e-06
FJ366993.1.1338,0.0030415536198771954,1.7040851773728955e-05
FJ366998.1.1359,0.0014041601218525393,2.074879475985125e-06
FJ367005.1.1361,0.0011566471512209054,1.3993632527436307e-05
FJ367007.1.1363,0.0007901375600932934,7.465755577761364e-06
FJ367022.1.1341,0.0007092198581560284,3.657121592252328e-06
FJ367024.1.1379,0.03098196011233281,5.6658717996705614e-05
FJ367026.1.1338,0.0010138512066257318,4.011910296446928e-06
FJ367045.1.1321,0.04383359512589843,7.675880923889702e-05
FJ367046.1.1337,0.0005045456709029464,1.6301640162809945e-06
FJ367049.1.1260,0.002213337141225189,6.863820768996533e-06
FJ367054.1.1360,0.0007901375600932934,2.7047716029945997e-06
FJ367084.1.1358,0.007334951687372079,2.4014279304714093e-05
FJ367119.1.1326,0.0005807035080203722,2.295474091031937e-06
FJ367120.1.1334,0.0012470845827978485,1.2024873577763503e-05
FJ367122.1.1360,0.0006616212099576373,1.3348174481431665e-06
FJ367124.1.1358,0.0015421962016278737,2.0861992667468473e-06
FJ367132.1.1353,0.0006616212099576373,2.399561418378671e-06
FJ367133.1.1304,0.03226236374886953,0.0008311702811188699
FJ367157.1.1402,0.0025846065971726405,9.139303123041087e-06
FJ367160.1.1352,0.030805845113998764,0.00013588516542170154
FJ367174.1.1361,0.004812223332857347,1.3457824535251345e-05
FJ367192.1.1369,0.006968442096244466,2.81720688928491e-06
FJ367193.1.1358,0.0006759008044171545,3.5654028586062204e-06
FJ367198.1.1347,0.0025465276786139275,1.278101425043549e-05
FJ367240.1.1332,0.014669903374744157,0.00013805316181248777
FJ367244.1.1358,0.0036888952353753154,4.6491375007263984e-05
FJ367254.1.1369,0.0018230282259983817,1.1760583825524071e-05
FJ367258.1.1333,0.000571183778380694,9.979238100331772e-07
FJ367267.1.1367,0.002403731734018754,5.327397721571616e-06
FJ367271.1.1343,0.004997858060831073,1.3433610149025693e-05
FJ367283.1.1358,0.0004855062116235899,5.857576974303581e-06
FJ367298.1.1372,0.0010566899900042838,4.354391682387043e-06
FJ367316.1.1275,0.2103669855776096,0.00019137099295922348
FJ367324.1.1338,0.0015802751201865867,8.526154143937792e-06
FJ367352.1.1338,0.0021086201151887286,9.960849488257669e-06
FJ367356.1.1357,0.0008710552620305583,2.3234847442648096e-06
FJ367357.1.1357,0.0029511161883002523,1.233901294235962e-05
FJ367371.1.1350,0.011990099481174734,0.000538229257241031
FJ367401.1.1334,0.002832119567804274,6.8339450934925165e-06
FJ367435.1.1337,0.007682421819220334,6.178549913679425e-05
FJ367453.1.1390,0.015007853776952735,7.262688586988941e-05
FJ367454.1.1264,0.003022514160597839,1.036572884272296e-05
FJ367459.1.1360,0.0031224713218144604,1.346987836158769e-05
FJ367462.1.1355,0.010590699224142035,3.887738916560388e-06
FJ367463.1.1332,0.003136750916273978,1.8924626153373177e-05
FJ367469.1.1334,0.008981864915036414,7.775565433667744e-05
FJ367480.1.1214,0.01529820553096292,0.00010194038375404405
FJ367495.1.1359,0.0010090913418058928,1.0258141204387442e-06
FJ367509.1.1357,0.0035841782093388548,7.890400028367254e-06
FJ367526.1.1354,0.0010566899900042838,5.187991276014199e-07
FJ367527.1.1375,0.0013422818791946308,2.4067365168740085e-06
FJ367530.1.1376,0.0005854633728402113,6.555000735731739e-07
FJ367538.1.1358,0.0012804036365367223,3.051208809870524e-06
FJ367571.1.1376,0.01503165310105193,8.467133562554383e-06
FJ367602.1.1358,0.014593745537626731,1.2163846447954595e-05
FJ367613.1.1364,0.05735637107906136,4.689812484704736e-05
FJ367622.1.1373,0.0013422818791946308,4.741466655924111e-06
FJ367625.1.1376,0.0011518872864010662,3.810585063746147e-06
FJ367633.1.1229,0.1689704412394688,0.0008792341624580907
FJ367634.1.1340,0.005421486029796754,2.770688852383238e-06
FJ367644.1.1373,0.011318958541577419,0.00012442099466394876
FJ367645.1.1320,0.028011804464753202,0.00015199031837483576
FJ367658.1.1320,0.0031272311866342994,1.2483657947957022e-05
FJ367667.1.1346,0.0010471702603646056,3.0636954908797123e-06
FJ367673.1.1384,0.001970584035413394,1.8456894533916617e-05
FJ367699.1.1349,0.007953734113951163,9.161713905204037e-06
FJ367725.1.1339,0.02479413584654196,0.00011900659043135621
FJ367728.1.1343,0.0005140654005426246,1.0116870010786423e-06
FJ367734.1.1353,0.06988909514969775,5.113479957631761e-05
FJ367745.1.1325,0.0037317340187538674,2.1335466205702215e-05
FJ367764.1.1342,0.0015326764719881954,9.174357922639907e-06
FJ367784.1.1386,0.0004997858060831073,9.366024814805533e-08
FJ367796.1.1360,0.02662668380218002,3.486055206499042e-05
FJ367800.1.1344,0.0016849921462230473,8.025430980233512e-07
FJ367809.1.1347,0.007715740872959208,3.494384329326745e-06
FJ367817.1.1334,0.00199438335951259,1.6181322788843824e-06
FJ367820.1.1358,0.0035794183445190158,5.484150615646323e-06
FJ367827.1.1394,0.000856775667571041,8.023038391926998e-06
FJ367839.1.1353,0.005402446570517397,1.548616524817397e-05
FJ367841.1.1362,0.0018087486315388644,5.110096168494708e-06
FJ367843.1.1364,0.01924413346660955,1.7379205629341968e-05
FJ367847.1.1358,0.0008996144509495931,4.963779541982018e-06
FJ367848.1.1334,0.0036460564519967633,2.1571249118418332e-05
FJ367852.1.1359,0.000490266076443429,1.982808561036393e-06
FJ367867.1.1361,0.031662620781569804,6.309614531747182e-05
FJ367873.1.1360,0.0005521443191013375,1.9441011477379527e-06
FJ367899.1.1357,0.01217573420914846,6.458235968194703e-06
FJ367901.1.1397,0.013061069065638536,2.6671054797671327e-05
FJ367906.1.1364,0.04854110143271931,0.00012464985346130795
FJ367907.1.1336,0.002094340520729211,1.624499288442544e-05
FJ367912.1.1358,0.009410252748821934,3.5892248073584056e-05
FJ367916.1.1243,0.0016516730924841735,8.167224806225056e-06
FJ367922.1.1361,0.002751201865867009,7.0293504285642994e-06
FJ367944.1.1370,0.0014898376886096434,2.0371848667727788e-06
FJ367949.1.1334,0.015474320529296967,7.514743650767701e-05
FJ367972.1.1377,0.009505450045218716,3.5171945364825234e-06
FJ367976.1.1319,0.009548288828597267,6.457191675624168e-05
FJ367982.1.1363,0.0059355514303393786,2.2177274931770795e-05
FJ368014.1.1396,0.000775857965633776,2.139154743958774e-06
FJ368037.1.1362,0.0006568613451377981,6.109812820427326e-06
FJ368044.1.1338,0.0009186539102289495,2.4954258803862573e-06
FJ368076.1.1359,0.010438383549907183,2.5780283441297174e-05
FJ368094.1.1338,0.0014422390404112524,6.747482611966442e-06
FJ368098.1.1357,0.022913989242705508,8.781646007787243e-05
FJ368168.1.1360,0.006211623589890047,1.7058262013421056e-05
FJ368182.1.1360,0.006535294397639107,3.762698158824817e-05
FJ368187.1.1358,0.034437621971536006,2.9266478344405434e-05
FJ368193.1.1350,0.03549907182636013,0.00010310306374239714
FJ368200.1.1358,0.001304202960635918,1.8835363114747217e-06
FJ368206.1.1359,0.0023037745728021323,4.579670411251081e-06
FJ368208.1.1381,0.0013184825550954353,2.4933767303353736e-06
FJ368231.1.1357,0.0019848636298729115,8.271562293432308e-06
FJ368234.1.1351,0.00759674425246323,5.5321938829284646e-05
FJ368239.1.1357,0.005178732923984959,1.848317912411681e-05
FJ368240.1.1381,0.0006854205340568328,3.9216179091408645e-06
FJ368251.1.1359,0.021519348850492646,4.353267635478825e-06
FJ368256.1.1342,0.0007568185063544196,2.421183651050448e-06
FJ368266.1.1357,0.0027559617306868486,9.478247186754236e-06
FJ368283.1.1357,0.0045980294159645866,5.630207862899774e-06
FJ368315.1.1357,0.0008758151268503974,5.880777159539556e-06
FJ368320.1.1347,0.0005569041839211767,3.6020965935587296e-06
FJ368324.1.1339,0.010519301251844448,1.884641698110758e-05
FJ368332.1.1387,0.0012566043124375267,2.7394642659627702e-05
FJ368345.1.1380,0.001061449854824123,3.5992966083753486e-06
FJ368353.1.1360,0.000937693369508306,2.0530772774501666e-06
FJ368359.1.1373,0.0058974725117806655,2.3783349207027795e-05
FJ368381.1.1385,0.008505878433052502,9.826583033221432e-05
FJ368389.1.1358,0.0012042457994192964,2.2321981406916744e-06
FJ368415.1.1336,0.003874529963349041,3.1730444794833984e-05
FJ368421.1.1340,0.0029891951068589653,1.9782343746870667e-05
FJ368429.1.1352,0.0008282164786520063,5.123086413412055e-07
FJ368433.1.1378,0.10207530106144985,0.00015848667450257115
FJ368448.1.1359,0.0012137655290589747,9.670367644975588e-07
FJ368451.1.1358,0.0012946832309962397,8.91806497665044e-06
FJ368459.1.1357,0.0057879956209243655,2.9863841216836696e-05
FJ368472.1.1344,0.006121186158313104,2.5151035563489908e-05
FJ368475.1.1372,0.007368270741110953,4.2050922383346235e-06
FJ368480.1.1364,0.0009567328287876625,1.7196338498043905e-05
FJ368484.1.1337,0.002051501737350659,4.421841387180424e-06
FJ368494.1.1360,0.0006711409395973154,1.9907411136464147e-06
FJ368588.1.1357,0.0006711409395973154,2.285774393220458e-06
FJ368591.1.1357,0.0008139368841924889,2.7567995760903943e-06
FJ368627.1.1348,0.0008139368841924889,2.2161505630811267e-06
FJ368634.1.1347,0.005264410490742063,5.0674065306937114e-05
FJ368644.1.1357,0.0021514588985672807,7.2595397987177624e-06
FJ368646.1.1363,0.0071255176352991575,2.5972151257038925e-05
FJ368647.1.1359,0.0007853776952734542,1.968438799542246e-06
FJ368675.1.1364,0.0091627397781903,7.207851190570405e-05
FJ368696.1.1354,0.010904850302251416,6.489012307006824e-05
FJ368705.1.1348,0.005483364272454662,5.3224684846694536e-05
FJ368719.1.1350,0.001508877147889,1.7567181080919017e-06
FJ368726.1.1336,0.0007139797229758674,1.2527773327701095e-06
FJ368733.1.1350,0.0022371364653243847,3.8675025985549134e-06
FJ368783.1.1352,0.0011709267456804227,1.8514627195647143e-06
FJ368786.1.1332,0.0022990147079822933,8.192932790782516e-06
FJ368790.1.1362,0.003193869294112047,1.360031248287777e-05
FJ368793.1.1359,0.002665524299109905,7.68993713729435e-06
FJ368816.1.1387,0.0008044171545528107,5.979422785571606e-06
FJ368826.1.1364,0.004921700223713647,2.4721732982792296e-05
FJ368827.1.1353,0.0013422818791946308,2.506940335171279e-06
FJ368837.1.1358,0.0007901375600932934,6.3469546630650885e-06
FJ368841.1.1357,0.004731305630920082,1.3585302998415911e-05
FJ368844.1.1366,0.0007901375600932934,3.3411019735439293e-06
FJ368848.1.1364,0.00485030225141606,2.8547326879387832e-05
FJ368850.1.1360,0.009810081393688419,5.747703900515599e-05
FJ368858.1.1357,0.0007092198581560284,1.3431248870662215e-06
FJ368864.1.1363,0.17319720119948592,8.384841202839543e-05
FJ368876.1.1376,0.0009900518825265363,1.0456214176862846e-06
FJ368877.1.1340,0.03283830739207007,0.0007585402979212837
FJ368878.1.1353,0.0006378218858584416,2.1184188647956737e-06
FJ368880.1.1358,0.001956304440953877,8.930957744185723e-06
FJ368907.1.1343,0.004426674282450378,3.2208674015390356e-05
FJ368908.1.1338,0.0013660812032938265,5.3500399904658715e-06
FJ368910.1.1358,0.008753391403684136,2.3133543912599446e-05
FJ368935.1.1332,0.004264838878575848,2.5723686833645857e-05
FJ368939.1.1356,0.0005045456709029464,3.3108956441571223e-06
FJ368943.1.1368,0.02898281688800038,0.0002286168000823321
FJ368953.1.1382,0.014774620400780617,2.5335729096754423e-05
FJ368968.1.1365,0.001218525393878814,4.504790630036217e-06
FJ368979.1.1355,0.004907420629254129,1.4190688718466544e-05
FJ369015.1.1365,0.0015326764719881954,2.2687738781377174e-05
FJ369019.1.1371,0.0015231567423485172,7.81152185399265e-07
FJ369057.1.1357,0.0015374363368080347,3.3501591875706952e-06
FJ369058.1.1358,0.0071064781760198014,3.978202710234838e-05
FJ369063.1.1359,0.0047455852253796,2.0990480092972346e-05
FJ369082.1.1342,0.012513684611357037,1.5998205730291162e-05
FJ369110.1.1356,0.001718311199961921,3.1220278254152252e-06
FJ369123.1.1313,0.1553429482602694,0.0007299313540831359
FJ369127.1.1360,0.0028368794326241137,1.613109486374688e-05
FJ369140.1.1368,0.02058165548098434,0.0002358001241862226
FJ369143.1.1377,0.0007663382359940977,2.054654287569596e-06
FJ369153.1.1365,0.008020372221428911,8.419678576315831e-05
FJ369184.1.1357,0.0030463134846970344,2.2748545530994625e-05
FJ369191.1.1347,0.0017278309296015993,4.3818490124553146e-06
FJ369194.1.1310,0.0058879527821409875,4.600558880498144e-05
FJ369196.1.1353,0.0005949831024798896,2.63724383732495e-06
FJ369208.1.1348,0.010971488409729164,2.2629317996761362e-05
FJ369211.1.1332,0.007687181684040173,1.8675552395206854e-05
FJ369231.1.1312,0.00608786710457423,2.882669570374258e-05
FJ369279.1.1367,0.0007139797229758674,3.1126699173136414e-06
FJ369291.1.1349,0.006268741967728117,2.639030166794996e-05
FJ369308.1.1240,0.16880384597077444,0.0029823423796417744
FJ369310.1.1378,0.0006759008044171545,8.556494206121861e-07
FJ369316.1.1335,0.0014089199866723786,6.1847977842915115e-06
FJ369326.1.1352,0.001066209719643962,1.8942556166425394e-06
FJ369328.1.1361,0.00118520634013994,6.475617375852823e-06
FJ369332.1.1358,0.005150173735065924,1.638859080939519e-05
FJ369364.1.1353,0.000652101480317959,1.8957993639759235e-06
FJ369395.1.1353,0.0015421962016278737,6.7449390374942815e-06
FJ369397.1.1362,0.0007520586415345805,2.866115601040371e-06
FJ369403.1.1366,0.0034128230758246466,1.8762031160786947e-05
FJ369409.1.1356,0.0008900947213099148,5.076570980282199e-06
FJ369434.1.1363,0.0011138083678423534,7.011516160745641e-06
FJ369443.1.1377,0.0007377790470750631,2.820060657463828e-06
FJ369455.1.1283,0.010628778142700747,4.2929699834071446e-05
FJ369459.1.1334,0.0007710981008139369,4.739706859530098e-06
FJ369479.1.1264,0.0022609357894235803,7.49690584767693e-06
FJ369489.1.1252,0.0015612356609072302,3.0488020405935153e-06
FJ369490.1.1377,0.00468846684754153,2.9058843250723775e-06
FJ369492.1.1357,0.0028511590270836307,2.4806122506920182e-05
FJ369495.1.1226,0.009348374506164025,0.00019418148172477306
FJ369497.1.1326,0.00506449616830882,3.6835708797331906e-06
FJ369504.1.1378,0.003346184968346899,1.3791074491740481e-05
FJ369507.1.1337,0.0008805749916702366,6.543221362613256e-07
FJ369515.1.1370,0.000652101480317959,9.866936445881208e-06
FJ369537.1.1382,0.0020562616021704986,3.638180587452999e-06
FJ369551.1.1338,0.0027940406492455616,2.8851368860123755e-05
FJ369578.1.1282,0.035341996287305444,0.0010979207234589551
FJ369597.1.1379,0.0015183968775286782,1.3559150219967044e-05
FJ369599.1.1343,0.0027988005140654006,2.8015410109087487e-06
FJ369603.1.1378,0.001018611071445571,3.89556969098123e-06
FJ369613.1.1366,0.0010281308010852493,2.255301083517669e-05
FJ369655.1.1359,0.001180446475320101,3.0796431724091623e-06
FJ369662.1.1373,0.0030272740254176783,7.935512669037872e-05
FJ369668.1.1239,0.31872054833642727,0.0019622492576431903
FJ369670.1.1365,0.0022276167356847067,2.1094974436300252e-06
FJ369698.1.1204,0.5009900518825265,0.004000024595212462
FJ369699.1.1394,0.0005949831024798896,2.332972834510841e-06
FJ369707.1.1352,0.0031557903755533344,1.408108697930027e-05
FJ369709.1.1241,0.14212956352039602,0.0010445020138740943
FJ369713.1.1360,0.015288685801323242,4.1164899223232016e-05
FJ369721.1.1359,0.011947260697796183,2.861469473233587e-05
FJ369732.1.1376,0.009419772478461612,2.9112819109611033e-05
FJ369741.1.1359,0.0007330191822552239,1.7095231296604164e-06
FJ369768.1.1359,0.000609262696939407,3.2573228900515546e-06
FJ369773.1.1376,0.0008520158027512019,3.268399352986211e-06
FJ369781.1.1378,0.010005235851301824,2.3626965610162823e-05
FJ369788.1.1345,0.0035508591555999808,2.370798788380307e-05
FJ369825.1.1391,0.0016564329573040125,1.635658299616977e-05
FJ369844.1.1384,0.004712266171640726,0.00013569303360004534
FJ369853.1.1335,0.004241039554476653,7.90762666413485e-06
FJ369857.1.1343,0.0005140654005426246,3.2462464533871857e-06
FJ369860.1.1330,0.012218572992527012,2.4316430993067562e-05
FJ369896.1.1355,0.004321957256413917,2.368177223835605e-05
FJ369910.1.1339,0.0015850349850064257,1.893935114220155e-05
FJ369911.1.1359,0.0006854205340568328,3.7161571172390503e-06
FJ369919.1.1361,0.0005759436432005331,2.3167564070694698e-06
FJ369925.1.1358,0.0004855062116235899,8.187809895708525e-07
FJ369934.1.1360,0.0005378647246418202,1.2992202935344848e-06
FJ369943.1.1320,0.0007092198581560284,1.0675047898458317e-05
FJ369961.1.1358,0.08227426341091913,0.0004314034496234649
FJ369968.1.1360,0.00926745680422676,7.036134859439165e-05
FJ369973.1.1381,0.00576419629682517,3.737725619226726e-05
FJ369975.1.1357,0.0022180970060450282,5.074297426931519e-06
FJ369987.1.1342,0.001718311199961921,3.675619931981829e-06
FJ370010.1.1358,0.006963682231424627,2.3419177875858056e-05
